Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Component/s,Due Date,Votes,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (End Date),Custom field (Epic Link),Custom field (Error Type),Custom field (Expected Result),Custom field (Found by),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Solution),Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (TestLink case),Custom field (Time Category),Custom field (Type of engagement),Custom field (URL),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment,Comment,Comment
Add Recipe: There is no red asterisk icon top of the right on the required field,QATC-814846,3493476,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,16/Aug/23 8:40 PM,21/Aug/23 12:27 PM,17/Nov/23 9:52 PM,21/Aug/23 12:27 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add Recipe
 # Observed the field name
 # There is no required asterisks icon

*Actual Result:* There is no red asterisk icon top of the right on the required field

*Expected Result:* There should be a red asterisk icon top of the right on the required field","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 8:40 PM;m.foysal;no red icon.jpg;https://jira.a1qa.com/secure/attachment/2396798/no+red+icon.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idiomv:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"17/Aug/23 1:08 AM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Search: The  search result  recipe is not displayed in the main window when traversing bookmarked recipe by pressing TAB ,QATC-814843,3493438,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,16/Aug/23 7:42 PM,16/Aug/23 7:42 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Search any recipe
 # Clicked on bookmarked 
 # Press Tab 15-20 times
 # Open a search recipe
 # Observed the result

*Actual Result:* The search result recipe is not displayed in the main window when traversing bookmarked recipe by pressing TAB 

*Expected Result:* The recipe Should be displayed in the main window properly

*Additional Information:* The is not displayed when traversing and open a search recipe","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 7:41 PM;m.foysal;Page is broken.mp4;https://jira.a1qa.com/secure/attachment/2396777/Page+is+broken.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idioen:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,
Bookmark: The bookmarked recipe is not displayed in the main window when Tab to access items and press enter,QATC-814836,3493379,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,16/Aug/23 6:25 PM,21/Aug/23 12:43 PM,17/Nov/23 9:52 PM,21/Aug/23 12:43 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Clicked on Bookmarked
 # Press the TAB button to traverse the bookmarked recipe
 # Click on enter button
 # Observed the window

*Actual Result:* The bookmarked recipe is not displayed in the main window when Tab to access items and press enter

*Expected Result:* The bookmarked recipe should be displayed in the main window","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 6:25 PM;m.foysal;Bookmark is not dispayed.mp4;https://jira.a1qa.com/secure/attachment/2396715/Bookmark+is+not+dispayed.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idio1j:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"17/Aug/23 1:08 AM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Bookmark: Clicked on  the bookmark and then  pressing on the tab button it's displayed all the uploaded recipe,QATC-814835,3493371,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,16/Aug/23 6:18 PM,17/Aug/23 2:09 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Clicked on the bookmark
 # Then Press on the TAB key
 # Observed the result

*Actual Result:* Clicked on  the bookmark and then  press the tab button it's displayed all the uploaded recipe 

*Expected Result:* Bookmarked options should be  displayed in only 25 recipe

 ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"16/Aug/23 6:18 PM;m.foysal;TAB goes all recipe.mp4;https://jira.a1qa.com/secure/attachment/2396713/TAB+goes+all+recipe.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idinzr:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"17/Aug/23 2:09 PM;m.foysal;*Additional Information:* This issue is the same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Forkify: Tab is not working in the main window,QATC-814834,3493360,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,16/Aug/23 6:08 PM,21/Aug/23 12:27 PM,17/Nov/23 9:52 PM,21/Aug/23 12:27 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Press on Tab and observed the result
 # Not switching the options

*Actual Result:* Tab is not working in the main window

*Expected Result:*  The tab should be working on the main window","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 6:07 PM;m.foysal;Tab is not working in the main windw.mp4;https://jira.a1qa.com/secure/attachment/2396709/Tab+is+not+working+in+the+main+windw.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idinxb:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"16/Aug/23 11:23 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Forkify: Reloading the page it's displayed the preview recipe,QATC-814831,3493347,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,16/Aug/23 5:58 PM,18/Aug/23 12:27 PM,14/Oct/23 1:04 AM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Open a recipe from the bookmark
 # Reload the page
 # Observed the result

*Actual Result:* Reloading the page it's displayed the preview recipe

*Expected Result:* Reloading the page it's displayed empty window

 ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 5:58 PM;m.foysal;reloading the page not cleared the window.mp4;https://jira.a1qa.com/secure/attachment/2396703/reloading+the+page+not+cleared+the+window.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idinun:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"18/Aug/23 12:27 PM;m.foysal;*Expected Result:* Reloading the page it should be displayed an empty window;;;",,
Add Recipe: The time field  is displayed 'Prep time' instead of 'Preparation time',QATC-814830,3493341,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,16/Aug/23 5:51 PM,21/Aug/23 12:26 PM,17/Nov/23 9:52 PM,21/Aug/23 12:26 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add Recipe
 # Observed the time field name

*Actual Result:* The time field  is displayed 'Prep time' instead of 'Preparation time'

*Expected Result:* The time field should be displayed Preparation time","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 5:51 PM;m.foysal;Preparetion time.jpg;https://jira.a1qa.com/secure/attachment/2396700/Preparetion+time.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idintb:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,
Preview Recipe: Search field overlaps by the preview window when time is displayed more than 25 digits number,QATC-814826,3493293,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,16/Aug/23 4:18 PM,21/Aug/23 12:42 PM,17/Nov/23 9:52 PM,21/Aug/23 12:42 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Open a recipe by searching 
 # Observed the previewed recipe 
 # Observed the search filed

*Actual Result:* Search field overlaps by the preview window when time is displayed more than 25 digits number

*Expected Result:* The search field should not be overlapped by the preview window when time is displayed more than 10h

*Additional Information:*
 # When minutes are displayed as more than 25 characters Pagination is displayed in a separate line
 # Bookmark is not displayed correctly when 25 digit Minuit is displayed

 ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 4:18 PM;m.foysal;page break.mp4;https://jira.a1qa.com/secure/attachment/2396623/page+break.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idiniv:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,
Add Recipe: Input 18 characters in the prep time field it convert the last 2 digits to zero when previewing,QATC-814819,3493231,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,16/Aug/23 3:19 PM,16/Aug/23 3:19 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on add recipe 
 # Fill out all required field except Prep time
 # Input 18 character number in this field
 # Click on the upload button
 # Observed the result

*Actual Result:*  Input 18 characters in the prep time field it convert the last 2 digits to zero when previewing

*Expected Result:* Prep time only displayed Hours, Minutes,  and Seconds. Maximum 10h allowed.

*Additional Information:* This issue is the same for the Servings field","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 3:19 PM;m.foysal;18 digit prep time.mp4;https://jira.a1qa.com/secure/attachment/2396573/18+digit+prep+time.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idin5j:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,
Add Recipe: Input 25 characters in the prep time field it's displayed an 'E power' number when previewing the recipe,QATC-814818,3493220,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,16/Aug/23 3:11 PM,16/Aug/23 3:11 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on Add recipe
 # Fill out all the required field except Prep time
 # Input 25 numbers on this filed
 # Click on the upload button
 # Observed the result

*Actual Result:* Input 25 characters in the prep time field it's displayed an 'E power' number when previewing the recipe

*Expected Result:* The prep time should be displayed only Hour, Minutes, and Seconds. A maximum of 10h will be allowed.

*Additional Information:*
 # This issue is the same for the Servings field","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 3:11 PM;m.foysal;prep time is displayed wrong.jpg;https://jira.a1qa.com/secure/attachment/2396570/prep+time+is+displayed+wrong.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idin33:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,
Add Recipe: In the maximized window uploaded recipe is not displayed when minimized the window,QATC-814815,3493209,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,16/Aug/23 2:54 PM,21/Aug/23 12:42 PM,17/Nov/23 9:52 PM,21/Aug/23 12:42 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on add recipe
 # Fill out the all required field
 # Click on upload button
 # Minimized the window 
 # Observed the result

*Actual Result:* In the maximized window uploaded recipe is not displayed when minimized the window

*Expected Result:* The recipe should be displayed when minimized the window","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 2:54 PM;m.foysal;recipe is not displayed in the maximized window.mp4;https://jira.a1qa.com/secure/attachment/2396560/recipe+is+not+displayed+in+the+maximized+window.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idin13:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,"16/Aug/23 11:20 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Bookmark: Minimized window opening a recipe  from Bookmark is overlapped on the preview recipe,QATC-814814,3493205,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,16/Aug/23 2:41 PM,16/Aug/23 2:41 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Minimized the window
 # Open a bookmark recipe
 # Observed the bookmark list 
 # It overlaps on the previewed recipe

*Actual Result:* Minimized window opening a recipe  from Bookmark is overlapped on the preview recipe

*Expected Result:* In the minimized window when opening a recipe form bookmark the bookmark list should not overlap  the recipe","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 2:41 PM;m.foysal;Bookmark overlaps.mp4;https://jira.a1qa.com/secure/attachment/2396550/Bookmark+overlaps.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idin07:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,
Bookmark: Bookmark is displayed more than 25 recipes when a long publisher name ingredients in opened,QATC-814723,3493028,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,16/Aug/23 1:55 AM,16/Aug/23 1:55 AM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Open a long publisher name recipe
 # Minimized the window
 # Click on the bookmark
 # Scroll down the bookmark
 # Observed the bookmark recipe

*Actual Result:* Bookmark is displayed more than 25 recipes when a long publisher name ingredients in opened

*Expected Result:* Bookmark should be displayed only 25 recipe","{*}OS{*}: Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 1:54 AM;m.foysal;bookmark is displayed more than 25 recipe.mp4;https://jira.a1qa.com/secure/attachment/2396384/bookmark+is+displayed+more+than+25+recipe.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idilxr:",9223372036854775807,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,
Search: Recipes that contain this ingredient do not appear when searched by ingredient,QATC-814718,3493021,Bug,To Be Reformulated,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,16/Aug/23 1:37 AM,22/Aug/23 7:15 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:* 
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Input an ingredients name into the search field
 # Click on the search button
 # Observed the result

*Actual Result:* Recipes that contain this ingredient do not appear when searched by ingredient

*Expected Result:* Recipes that contain this ingredient should be displayed in the search result field when searched by ingredients","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 1:37 AM;m.foysal;Searching by ingredients.mp4;https://jira.a1qa.com/secure/attachment/2396377/Searching+by+ingredients.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idilw7:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 11:18 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;","22/Aug/23 7:15 PM;m.foysal;*Summary:* Searching by ingredient name is not displayed the recipe ** ;;;",
Preview Recipe: There are no options for sharing the  added recipe with other via social media platform,QATC-814705,3492998,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,16/Aug/23 12:46 AM,21/Aug/23 12:26 PM,17/Nov/23 9:52 PM,21/Aug/23 12:26 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Open a recipe form bookmark
 # Observed the preview recipe
 # There are no share options with others

*Actual Result:* There are no options for sharing the  added recipe with other via social media platform

*Expected Result:* There should an option for share recipes with others","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 12:46 AM;m.foysal;No shareable options.mp4;https://jira.a1qa.com/secure/attachment/2396359/No+shareable+options.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idilr3:",9223372036854775807,,,,,,,5-Enhancement,,,,,,,,,,,,,,,,,,"16/Aug/23 11:17 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Forkify: Add recipe menu has no tooltip when hovering over the cursor,QATC-814704,3492997,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m.foysal,m.foysal,16/Aug/23 12:39 AM,16/Aug/23 11:17 PM,17/Nov/23 9:52 PM,,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Hover over the cursor on the add recipe menu
 # There is no tooltip displayed

*Actual Result:* Add recipe menu has no tooltip when hovering over the cursor

*Expected Result:* Add recipe menu should be a tooltip Click on to upload your favorite recipe","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 12:39 AM;m.foysal;Add recip has no toltip.mp4;https://jira.a1qa.com/secure/attachment/2396358/Add+recip+has+no+toltip.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idilqv:",9223372036854775807,,,,,,,5-Enhancement,,,,,,,,,,,,,,,,,,"16/Aug/23 11:17 PM;m.foysal;{*}Additional Information: T{*}his issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Preview Recipe: Prep time is displayed only minutes instead of 'Hour' 'Minutes' 'Second' when more than 60 minutes,QATC-814701,3492993,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,16/Aug/23 12:33 AM,21/Aug/23 12:41 PM,17/Nov/23 9:52 PM,21/Aug/23 12:41 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Open a recipe by searching or from  the bookmark Menu
 # Observed the preview recipe

*Actual Result:* Prep time is displayed only minutes instead of 'Hour' 'Minutes' 'Second' when more than 60 minutes

*Expected Result:* Prep time when more than 60 minutes it's should be displayed Hour, Minutes, Second","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"16/Aug/23 12:32 AM;m.foysal;Minutes more than 60.jpg;https://jira.a1qa.com/secure/attachment/2396353/Minutes+more+than+60.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idilpz:",9223372036854775807,,,,,,,2-Major,,,,,,,,,,,,,,,,,,"16/Aug/23 11:16 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Add Recipe: Prep time can be set to less than 5 minutes,QATC-814692,3492962,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 11:17 PM,21/Aug/23 12:41 PM,17/Nov/23 9:52 PM,21/Aug/23 12:41 PM,1.0,Forkify,,0,"Steps to reproduce:
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on add recipe
 # Fill the all required field except Prep time
 # Set Prep time less than 5
 # Observed the result

Actual Result: Prep time can be set to less than 5 minutes

Expected Result: Prep time can't be set less than 5 minutes","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 11:17 PM;m.foysal;Prep time less than 5 minutes.mp4;https://jira.a1qa.com/secure/attachment/2396339/Prep+time+less+than+5+minutes.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,"0|idilj3:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"16/Aug/23 12:54 AM;m.foysal;*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Click on add recipe
 # Fill the all required field except Prep time
 # Set Prep time less than 5
 # Observed the result

*Actual Result:* Prep time can be set to less than 5 minutes

*Expected Result:* Prep time can't be set to less than 5 minutes;;;","16/Aug/23 11:15 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",
Search: The search result field is displayed 'Search your favorite recipe :)' instead of empty,QATC-814690,3492959,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 11:11 PM,21/Aug/23 12:41 PM,17/Nov/23 9:52 PM,21/Aug/23 12:41 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Observed the window
 # In the sear result field it's displayed 'Search your favorite recipe :)'

*Actual Result:* The search result field is displayed 'Search your favorite recipe :)' instead of empty

*Expected Result:* The sear result field should be displayed empty

 ","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit)",,,,,,,,Leads and Reporter only,"15/Aug/23 11:10 PM;m.foysal;Search result field.jpg;https://jira.a1qa.com/secure/attachment/2396337/Search+result+field.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idilif:",9223372036854775807,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,"16/Aug/23 11:15 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
Forkify: There is no login system when entering the application  ,QATC-814688,3492951,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Fixed,,m.foysal,m.foysal,15/Aug/23 11:06 PM,21/Aug/23 12:40 PM,17/Nov/23 9:52 PM,21/Aug/23 12:40 PM,1.0,Forkify,,0,"*Steps to reproduce:*
 # Go to "" [https://forkify.qa-academy.eu/] ""
 # Observed the result there is no required login system

*Actual Result:* There is no login system when entering the application  

*Expected Result:* There should be a login system for collecting information about the user also stored uploaded recipes. Users can access their recipes anywhere.","*OS:* Win 11 pro, 64-bit, 21h2

*Browser:* Google Chrome, Version 114.0.5735.134 (Official Build) (64-bit) ",,,,,,,,Leads and Reporter only,"15/Aug/23 11:06 PM;m.foysal;No login system.mp4;https://jira.a1qa.com/secure/attachment/2396333/No+login+system.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,"0|idilgn:",9223372036854775807,,,,,,,5-Enhancement,,,,,,,,,,,,,,,,,,"16/Aug/23 11:14 PM;m.foysal;*Additional Information:* This issue is same in

*MacOS:* Ventura
*Browser:* Safari, Version 16.5;;;",,
